STATE,ST,GUN VIOLENCE DEATHS PER CAPITA,YEAR,MEDIAN INCOME,OCCUPATION,TOTAL EMPLOYEES,LOCATION,DATE,TOTAL GUN VIOLENCE VICTIMS FROM MASS SHOOTING,TOTAL FIREARMS REPORTS AS LOST OR STOLEN,NUMBER OF REGISTERED FIREARMS
NA Oregon,OR,NA,2014,NA,Mental health and substance abuse social workers,2050,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2014,NA,Mental health counselors,15340,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2014,NA,Mental health and substance abuse social workers,8790,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2014,NA,Mental health counselors,460,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2014,NA,Mental health and substance abuse social workers,1260,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2014,NA,Mental health counselors,530,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2014,NA,Mental health and substance abuse social workers,920,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2014,NA,Mental health counselors,230,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2014,NA,Mental health and substance abuse social workers,280,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2014,NA,Mental health counselors,2010,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2014,NA,Mental health and substance abuse social workers,2260,NA,NA,NA,NA,NA
NA Texas,TX,NA,2014,NA,Mental health counselors,4310,NA,NA,NA,NA,NA
NA Texas,TX,NA,2014,NA,Mental health and substance abuse social workers,3680,NA,NA,NA,NA,NA
NA Utah,UT,NA,2014,NA,Mental health counselors,630,NA,NA,NA,NA,NA
NA Utah,UT,NA,2014,NA,Mental health and substance abuse social workers,1030,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2014,NA,Mental health counselors,210,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2014,NA,Mental health counselors,4910,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2014,NA,Mental health and substance abuse social workers,3150,NA,NA,NA,NA,NA
NA Washington,WA,NA,2014,NA,Mental health counselors,4140,NA,NA,NA,NA,NA
NA Washington,WA,NA,2014,NA,Mental health and substance abuse social workers,2390,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2014,NA,Mental health counselors,660,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2014,NA,Mental health and substance abuse social workers,1150,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2014,NA,Mental health counselors,1780,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2014,NA,Mental health and substance abuse social workers,3170,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2014,NA,Mental health counselors,160,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2014,NA,Mental health and substance abuse social workers,400,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2014,NA,Mental health counselors,70,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2014,NA,Mental health and substance abuse social workers,280,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2015,NA,Mental health counselors,650,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2015,NA,Mental health and substance abuse social workers,840,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2015,NA,Mental health counselors,370,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2015,NA,Mental health and substance abuse social workers,360,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2015,NA,Mental health counselors,910,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2015,NA,Mental health and substance abuse social workers,3110,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2015,NA,Mental health counselors,490,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2015,NA,Mental health and substance abuse social workers,820,NA,NA,NA,NA,NA
NA California,CA,NA,2015,NA,Mental health counselors,9420,NA,NA,NA,NA,NA
NA California,CA,NA,2015,NA,Mental health and substance abuse social workers,13140,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2015,NA,Mental health counselors,2960,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2015,NA,Mental health and substance abuse social workers,2750,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2015,NA,Mental health counselors,1700,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2015,NA,Mental health and substance abuse social workers,2850,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2015,NA,Mental health counselors,120,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2015,NA,Mental health and substance abuse social workers,620,NA,NA,NA,NA,NA
NA Florida,FL,NA,2015,NA,Mental health counselors,4410,NA,NA,NA,NA,NA
NA Florida,FL,NA,2015,NA,Mental health and substance abuse social workers,6080,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2015,NA,Mental health counselors,1520,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2015,NA,Mental health and substance abuse social workers,1030,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2015,NA,Mental health counselors,170,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2015,NA,Mental health and substance abuse social workers,610,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2015,NA,Mental health counselors,610,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2015,NA,Mental health and substance abuse social workers,1090,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2015,NA,Mental health counselors,5690,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2015,NA,Mental health and substance abuse social workers,5570,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2015,NA,Mental health counselors,1070,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2015,NA,Mental health and substance abuse social workers,2240,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2015,NA,Mental health counselors,1250,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2015,NA,Mental health and substance abuse social workers,1810,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2015,NA,Mental health counselors,600,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2015,NA,Mental health and substance abuse social workers,870,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2015,NA,Mental health counselors,1180,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2015,NA,Mental health and substance abuse social workers,1560,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2015,NA,Mental health counselors,2150,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2015,NA,Mental health and substance abuse social workers,1420,NA,NA,NA,NA,NA
NA Maine,ME,NA,2015,NA,Mental health counselors,350,NA,NA,NA,NA,NA
NA Maine,ME,NA,2015,NA,Mental health and substance abuse social workers,1530,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2015,NA,Mental health counselors,1530,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2015,NA,Mental health and substance abuse social workers,1780,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2015,NA,Mental health counselors,5020,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2015,NA,Mental health and substance abuse social workers,6240,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2015,NA,Mental health counselors,2040,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2015,NA,Mental health and substance abuse social workers,5210,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2015,NA,Mental health counselors,2060,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2015,NA,Mental health and substance abuse social workers,2100,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2015,NA,Mental health counselors,670,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2015,NA,Mental health and substance abuse social workers,970,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2015,NA,Mental health counselors,1090,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2015,NA,Mental health and substance abuse social workers,3550,NA,NA,NA,NA,NA
NA Montana,MT,NA,2015,NA,Mental health counselors,510,NA,NA,NA,NA,NA
NA Montana,MT,NA,2015,NA,Mental health and substance abuse social workers,410,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2015,NA,Mental health counselors,780,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2015,NA,Mental health and substance abuse social workers,700,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2015,NA,Mental health counselors,440,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2015,NA,Mental health and substance abuse social workers,400,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2015,NA,Mental health counselors,690,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2015,NA,Mental health and substance abuse social workers,500,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2015,NA,Mental health counselors,3090,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2015,NA,Mental health and substance abuse social workers,1570,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2015,NA,Mental health counselors,880,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2015,NA,Mental health and substance abuse social workers,1460,NA,NA,NA,NA,NA
NA New York,NY,NA,2015,NA,Mental health counselors,6150,NA,NA,NA,NA,NA
NA New York,NY,NA,2015,NA,Mental health and substance abuse social workers,11030,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2015,NA,Mental health counselors,3640,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2015,NA,Mental health and substance abuse social workers,4140,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2015,NA,Mental health and substance abuse social workers,380,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2015,NA,Mental health counselors,3910,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2015,NA,Mental health and substance abuse social workers,4920,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2015,NA,Mental health counselors,1210,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2015,NA,Mental health and substance abuse social workers,980,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2015,NA,Mental health counselors,1740,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2015,NA,Mental health and substance abuse social workers,2050,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2015,NA,Mental health counselors,15340,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2015,NA,Mental health and substance abuse social workers,8790,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2015,NA,Mental health counselors,460,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2015,NA,Mental health and substance abuse social workers,1260,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2015,NA,Mental health counselors,530,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2015,NA,Mental health and substance abuse social workers,920,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2015,NA,Mental health counselors,230,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2015,NA,Mental health and substance abuse social workers,280,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2015,NA,Mental health counselors,2010,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2015,NA,Mental health and substance abuse social workers,2260,NA,NA,NA,NA,NA
NA Texas,TX,NA,2015,NA,Mental health counselors,4310,NA,NA,NA,NA,NA
NA Texas,TX,NA,2015,NA,Mental health and substance abuse social workers,3680,NA,NA,NA,NA,NA
NA Utah,UT,NA,2015,NA,Mental health counselors,630,NA,NA,NA,NA,NA
NA Utah,UT,NA,2015,NA,Mental health and substance abuse social workers,1030,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2015,NA,Mental health counselors,210,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2015,NA,Mental health counselors,4910,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2015,NA,Mental health and substance abuse social workers,3150,NA,NA,NA,NA,NA
NA Washington,WA,NA,2015,NA,Mental health counselors,4140,NA,NA,NA,NA,NA
NA Washington,WA,NA,2015,NA,Mental health and substance abuse social workers,2390,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2015,NA,Mental health counselors,660,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2015,NA,Mental health and substance abuse social workers,1150,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2015,NA,Mental health counselors,1780,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2015,NA,Mental health and substance abuse social workers,3170,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2015,NA,Mental health counselors,160,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2015,NA,Mental health and substance abuse social workers,400,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2015,NA,Mental health counselors,70,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2015,NA,Mental health and substance abuse social workers,280,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2016,NA,Mental health counselors,900,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2016,NA,Mental health and substance abuse social workers,650,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2016,NA,Mental health and substance abuse social workers,380,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2016,NA,Mental health counselors,1460,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2016,NA,Mental health and substance abuse social workers,1770,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2016,NA,Mental health counselors,270,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2016,NA,Mental health and substance abuse social workers,880,NA,NA,NA,NA,NA
NA California,CA,NA,2016,NA,Mental health counselors,9360,NA,NA,NA,NA,NA
NA California,CA,NA,2016,NA,Mental health and substance abuse social workers,14010,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2016,NA,Mental health counselors,2570,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2016,NA,Mental health and substance abuse social workers,2080,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2016,NA,Mental health counselors,2020,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2016,NA,Mental health and substance abuse social workers,3090,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2016,NA,Mental health counselors,190,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2016,NA,Mental health and substance abuse social workers,560,NA,NA,NA,NA,NA
NA Florida,FL,NA,2016,NA,Mental health counselors,3720,NA,NA,NA,NA,NA
NA Florida,FL,NA,2016,NA,Mental health and substance abuse social workers,5630,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2016,NA,Mental health counselors,1360,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2016,NA,Mental health and substance abuse social workers,1120,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2016,NA,Mental health counselors,430,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2016,NA,Mental health and substance abuse social workers,370,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2016,NA,Mental health counselors,480,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2016,NA,Mental health and substance abuse social workers,**,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2016,NA,Mental health counselors,4340,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2016,NA,Mental health and substance abuse social workers,3360,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2016,NA,Mental health counselors,1620,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2016,NA,Mental health and substance abuse social workers,2250,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2016,NA,Mental health counselors,720,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2016,NA,Mental health and substance abuse social workers,1650,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2016,NA,Mental health counselors,480,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2016,NA,Mental health and substance abuse social workers,1480,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2016,NA,Mental health counselors,930,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2016,NA,Mental health and substance abuse social workers,1690,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2016,NA,Mental health counselors,1450,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2016,NA,Mental health and substance abuse social workers,1180,NA,NA,NA,NA,NA
NA Maine,ME,NA,2016,NA,Mental health counselors,450,NA,NA,NA,NA,NA
NA Maine,ME,NA,2016,NA,Mental health and substance abuse social workers,1670,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2016,NA,Mental health counselors,1640,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2016,NA,Mental health and substance abuse social workers,1770,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2016,NA,Mental health counselors,5650,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2016,NA,Mental health and substance abuse social workers,5400,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2016,NA,Mental health counselors,2080,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2016,NA,Mental health and substance abuse social workers,4490,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2016,NA,Mental health counselors,1800,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2016,NA,Mental health and substance abuse social workers,2150,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2016,NA,Mental health counselors,390,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2016,NA,Mental health and substance abuse social workers,850,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2016,NA,Mental health counselors,1400,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2016,NA,Mental health and substance abuse social workers,2620,NA,NA,NA,NA,NA
NA Montana,MT,NA,2016,NA,Mental health counselors,330,NA,NA,NA,NA,NA
NA Montana,MT,NA,2016,NA,Mental health and substance abuse social workers,440,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2016,NA,Mental health counselors,820,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2016,NA,Mental health and substance abuse social workers,950,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2016,NA,Mental health counselors,490,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2016,NA,Mental health and substance abuse social workers,320,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2016,NA,Mental health counselors,390,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2016,NA,Mental health and substance abuse social workers,410,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2016,NA,Mental health counselors,3390,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2016,NA,Mental health and substance abuse social workers,2310,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2016,NA,Mental health counselors,920,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2016,NA,Mental health and substance abuse social workers,1830,NA,NA,NA,NA,NA
NA New York,NY,NA,2016,NA,Mental health counselors,7060,NA,NA,NA,NA,NA
NA New York,NY,NA,2016,NA,Mental health and substance abuse social workers,9760,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2016,NA,Mental health counselors,2150,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2016,NA,Mental health and substance abuse social workers,3640,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2016,NA,Mental health counselors,30,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2016,NA,Mental health and substance abuse social workers,230,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2016,NA,Mental health counselors,2880,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2016,NA,Mental health and substance abuse social workers,4610,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2016,NA,Mental health counselors,980,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2016,NA,Mental health and substance abuse social workers,650,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2016,NA,Mental health counselors,1500,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2016,NA,Mental health and substance abuse social workers,1810,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2016,NA,Mental health counselors,13140,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2016,NA,Mental health and substance abuse social workers,8750,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2016,NA,Mental health counselors,460,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2016,NA,Mental health and substance abuse social workers,1340,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2016,NA,Mental health counselors,320,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2016,NA,Mental health and substance abuse social workers,770,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2016,NA,Mental health counselors,220,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2016,NA,Mental health and substance abuse social workers,210,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2016,NA,Mental health counselors,2030,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2016,NA,Mental health and substance abuse social workers,2250,NA,NA,NA,NA,NA
NA Texas,TX,NA,2016,NA,Mental health counselors,2800,NA,NA,NA,NA,NA
NA Texas,TX,NA,2016,NA,Mental health and substance abuse social workers,3550,NA,NA,NA,NA,NA
NA Utah,UT,NA,2016,NA,Mental health counselors,460,NA,NA,NA,NA,NA
NA Utah,UT,NA,2016,NA,Mental health and substance abuse social workers,1460,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2016,NA,Mental health counselors,320,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2016,NA,Mental health and substance abuse social workers,410,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2016,NA,Mental health counselors,3550,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2016,NA,Mental health and substance abuse social workers,3510,NA,NA,NA,NA,NA
NA Washington,WA,NA,2016,NA,Mental health counselors,2850,NA,NA,NA,NA,NA
NA Washington,WA,NA,2016,NA,Mental health and substance abuse social workers,2360,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2016,NA,Mental health counselors,790,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2016,NA,Mental health and substance abuse social workers,1400,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2016,NA,Mental health counselors,1390,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2016,NA,Mental health and substance abuse social workers,2400,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2016,NA,Mental health counselors,190,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2016,NA,Mental health and substance abuse social workers,310,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2016,NA,Mental health counselors,60,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2016,NA,Mental health and substance abuse social workers,190,NA,NA,NA,NA,NA
NA NA,NA,NA,2018,NA,NA,NA,"Nashville, TN",4/22/2018,8,NA,NA
NA NA,NA,NA,2018,NA,NA,NA,"Yountville, CA",3/9/2018,3,NA,NA
NA NA,NA,NA,2018,NA,NA,NA,"Parkland, Florida",2/14/2018,31,NA,NA
NA NA,NA,NA,2018,NA,NA,NA,"Melcroft, PA",1/28/2018,5,NA,NA
NA NA,NA,NA,2017,NA,NA,NA,"Rancho Tehama, CA",11/14/2017,15,NA,NA
NA NA,NA,NA,2017,NA,NA,NA,"Sutherland Springs, TX",11/5/2017,46,NA,NA
NA NA,NA,NA,2017,NA,NA,NA,"Thornton, CO",11/1/2017,3,NA,NA
NA NA,NA,NA,2017,NA,NA,NA,"Edgewood, MD",10/18/2017,6,NA,NA
NA NA,NA,NA,2017,NA,NA,NA,"Las Vegas, NV",10/1/2017,604,NA,NA
NA NA,NA,NA,2017,NA,NA,NA,"San Francisco, CA",6/14/2017,5,NA,NA
NA NA,NA,NA,2017,NA,NA,NA,"Tunkhannock, PA",6/7/2017,3,NA,NA
NA NA,NA,NA,2017,NA,NA,NA,"Orlando, Florida",6/7/2017,5,NA,NA
NA NA,NA,NA,2017,NA,NA,NA,"Kirkersville, Ohio",5/12/2017,3,NA,NA
NA NA,NA,NA,2017,NA,NA,NA,"Fresno, California",4/18/2017,3,NA,NA
NA NA,NA,NA,2017,NA,NA,NA,"Fort Lauderdale, Florida",1/6/2017,11,NA,NA
NA NA,NA,NA,2016,NA,NA,NA,"Burlington, WA",9/23/2016,5,NA,NA
NA NA,NA,NA,2016,NA,NA,NA,"Baton Rouge, LA",7/17/2016,6,NA,NA
NA NA,NA,NA,2016,NA,NA,NA,"Dallas, Texas",7/7/2016,16,NA,NA
NA NA,NA,NA,2016,NA,NA,NA,"Orlando, Florida",6/12/2016,102,NA,NA
NA NA,NA,NA,2016,NA,NA,NA,"Hesston, Kansas",2/25/2016,17,NA,NA
NA NA,NA,NA,2016,NA,NA,NA,"Kalamazoo County, Michigan",2/20/2016,8,NA,NA
NA NA,NA,NA,2015,NA,NA,NA,"San Bernardino, California",12/2/2015,35,NA,NA
NA NA,NA,NA,2015,NA,NA,NA,"Colorado Springs, Colorado",11/27/2015,12,NA,NA
NA NA,NA,NA,2015,NA,NA,NA,"Colorado Springs, Colorado",10/31/2015,3,NA,NA
NA NA,NA,NA,2015,NA,NA,NA,"Roseburg, Oregon",10/1/2015,18,NA,NA
NA NA,NA,NA,2015,NA,NA,NA,"Chattanooga, Tennessee",7/16/2015,7,NA,NA
NA NA,NA,NA,2015,NA,NA,NA,"Charleston, South Carolina",6/17/2015,10,NA,NA
NA NA,NA,NA,2015,NA,NA,NA,"Menasha, Wisconsin",6/11/2015,4,NA,NA
NA NA,NA,NA,2014,NA,NA,NA,"Marysville, Washington",10/24/2014,6,NA,NA
NA NA,NA,NA,2014,NA,NA,NA,"Santa Barbara, California",5/23/2014,19,NA,NA
NA NA,NA,NA,2014,NA,NA,NA,"Fort Hood, Texas",4/3/2014,15,NA,NA
NA NA,NA,NA,2014,NA,NA,NA,"Alturas, California",2/20/2014,6,NA,NA
NA NA,NA,NA,2013,NA,NA,NA,"Washington, D.C.",9/16/2013,20,NA,NA
NA NA,NA,NA,2013,NA,NA,NA,"Hialeah, Florida",7/26/2013,7,NA,NA
NA NA,NA,NA,2013,NA,NA,NA,"Santa Monica, California",6/7/2013,9,NA,NA
NA NA,NA,NA,2013,NA,NA,NA,"Federal Way, Washington",4/21/2013,5,NA,NA
NA NA,NA,NA,2013,NA,NA,NA,"Herkimer County, New York",3/13/2013,7,NA,NA
NA NA,NA,NA,2012,NA,NA,NA,"Newtown, Connecticut",12/14/2012,29,NA,NA
NA NA,NA,NA,2012,NA,NA,NA,"Minneapolis, Minnesota",9/27/2012,8,NA,NA
NA NA,NA,NA,2012,NA,NA,NA,"Oak Creek, Wisconsin",8/5/2012,10,NA,NA
NA NA,NA,NA,2012,NA,NA,NA,"Aurora, Colorado",7/20/2012,82,NA,NA
NA NA,NA,NA,2012,NA,NA,NA,"Seattle, Washington",5/20/2012,7,NA,NA
NA NA,NA,NA,2012,NA,NA,NA,"Oakland, California",4/2/2012,10,NA,NA
NA NA,NA,NA,2012,NA,NA,NA,"Norcross, Georgia",2/21/2012,5,NA,NA
NA NA,NA,NA,2011,NA,NA,NA,"Seal Beach, California",10/12/2011,9,NA,NA
NA NA,NA,NA,2011,NA,NA,NA,"Carson City, Nevada",9/6/2011,12,NA,NA
NA NA,NA,NA,2011,NA,NA,NA,"Tucson, Arizona",1/8/2011,19,NA,NA
NA NA,NA,NA,2010,NA,NA,NA,"Manchester, Connecticut",8/3/2010,11,NA,NA
NA NA,NA,NA,2009,NA,NA,NA,"Parkland, Washington",11/29/2009,5,NA,NA
NA NA,NA,NA,2009,NA,NA,NA,"Fort Hood, Texas",11/5/2009,43,NA,NA
NA NA,NA,NA,2009,NA,NA,NA,"Binghamton, New York",4/3/2009,18,NA,NA
NA NA,NA,NA,2009,NA,NA,NA,"Carthage, North Carolina",3/29/2009,11,NA,NA
NA NA,NA,NA,2008,NA,NA,NA,"Henderson, Kentucky",6/25/2008,7,NA,NA
NA NA,NA,NA,2008,NA,NA,NA,"DeKalb, Illinois",2/14/2008,26,NA,NA
NA NA,NA,NA,2008,NA,NA,NA,"Kirkwood, Missouri",2/7/2008,8,NA,NA
NA NA,NA,NA,2007,NA,NA,NA,"Omaha, Nebraska",12/5/2007,13,NA,NA
NA NA,NA,NA,2007,NA,NA,NA,"Crandon, Wisconsin",10/7/2007,7,NA,NA
